leg,trader,face,start,window,ret,dd,n_trades,passive,beat,events_n,regime_state,segment
L,ENGULF-CE-01,x1,2023-03-14,6m,-0.012093,-0.0168,6,-0.024645,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-14,12m,0.007233,-0.0447,22,-0.070295,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-14,24m,0.034258,-0.0447,42,0.068055,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-15,6m,-0.012223,-0.019,6,-0.02614,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-15,12m,0.008789,-0.0446,22,-0.084183,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-15,24m,0.036802,-0.0446,42,0.071897,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-16,6m,-0.015387,-0.0202,6,-0.016144,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-16,12m,0.007295,-0.0447,22,-0.067099,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-16,24m,0.031266,-0.0447,42,0.077772,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-17,6m,-0.013319,-0.0202,6,-0.024602,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-17,12m,0.009853,-0.0447,22,-0.070651,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-17,24m,0.026206,-0.0447,42,0.065691,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-20,6m,-0.015003,-0.0208,6,-0.02573,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-20,12m,0.010956,-0.0447,22,-0.054603,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-20,24m,0.027216,-0.0447,42,0.072056,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-21,6m,-0.018709,-0.023,6,-0.041144,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-21,12m,0.008451,-0.0447,22,-0.070485,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-21,24m,0.02697,-0.0447,42,0.061534,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-22,6m,-0.020066,-0.0246,6,-0.053264,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-22,12m,0.009884,-0.0447,23,-0.079015,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-22,24m,0.034795,-0.0447,42,0.064319,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-23,6m,-0.016981,-0.0247,5,-0.046623,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-23,12m,0.004921,-0.0449,22,-0.094125,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-23,24m,0.027581,-0.0449,41,0.057873,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-24,6m,-0.018216,-0.0247,5,-0.055131,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-24,12m,0.00549,-0.0449,22,-0.092125,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-24,24m,0.032828,-0.0449,41,0.055001,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-03-27,6m,-0.018185,-0.0247,5,-0.058719,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-27,12m,0.003972,-0.0449,22,-0.098541,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-27,24m,0.025833,-0.0449,41,0.052625,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-28,6m,-0.017081,-0.0247,6,-0.050602,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-28,12m,0.003213,-0.0449,22,-0.095441,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-28,24m,0.030422,-0.0449,41,0.062589,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-29,6m,-0.01745,-0.0247,6,-0.05573,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-29,12m,0.002644,-0.0449,22,-0.114065,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-29,24m,0.027203,-0.0449,41,0.053208,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-30,6m,-0.017968,-0.0247,6,-0.063052,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-30,12m,0.00549,-0.0449,22,-0.112682,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-30,24m,0.027804,-0.0449,42,0.04787,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-31,6m,-0.018041,-0.0247,6,-0.070736,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-31,12m,0.00172,-0.0449,22,-0.132339,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-03-31,24m,0.032148,-0.0449,45,0.045934,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-03,6m,-0.018263,-0.0247,6,-0.077299,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-03,12m,0.006039,-0.0449,22,-0.130399,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-03,24m,0.035757,-0.0449,47,0.048782,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-04,6m,-0.015508,-0.0247,7,-0.071384,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-04,12m,0.006343,-0.0449,22,-0.130471,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-04,24m,0.035757,-0.0449,47,0.051231,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-06,6m,-0.015508,-0.0247,7,-0.079137,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-06,12m,0.007505,-0.0449,23,-0.138254,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-06,24m,0.035757,-0.0449,47,0.055248,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-07,6m,-0.015508,-0.0247,7,-0.095454,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-07,12m,0.005961,-0.0449,24,-0.144891,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-07,24m,0.035757,-0.0449,47,0.039595,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-10,6m,-0.015508,-0.0247,7,-0.085029,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-10,12m,0.003319,-0.0449,24,-0.141043,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-10,24m,0.035757,-0.0449,47,0.059119,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-11,6m,-0.015508,-0.0247,7,-0.092685,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-11,12m,0.002791,-0.0449,24,-0.132596,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-11,24m,0.035757,-0.0449,47,0.055471,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-12,6m,-0.015508,-0.0247,7,-0.103312,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-12,12m,0.003848,-0.0449,24,-0.133886,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-12,24m,0.035757,-0.0449,47,0.064889,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-13,6m,-0.015508,-0.0247,7,-0.103416,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-13,12m,0.002942,-0.0449,24,-0.111689,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-13,24m,0.035757,-0.0449,47,0.059137,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-14,6m,-0.015508,-0.0247,7,-0.119767,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-14,12m,0.003169,-0.0449,24,-0.105194,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-14,24m,0.035757,-0.0449,47,0.050334,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-17,6m,-0.015508,-0.0247,7,-0.119078,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-17,12m,0.003772,-0.0449,24,-0.11536,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-17,24m,0.035757,-0.0449,47,0.043987,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-18,6m,-0.016563,-0.0247,7,-0.115247,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-18,12m,0.004678,-0.0449,24,-0.100297,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-18,24m,0.035757,-0.0449,47,0.050957,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-19,6m,-0.015522,-0.0247,7,-0.108789,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-19,12m,0.005433,-0.0449,24,-0.093295,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-19,24m,0.035757,-0.0449,47,0.061561,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-20,6m,-0.014019,-0.0247,7,-0.095325,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-20,12m,0.007697,-0.0449,24,-0.101187,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-20,24m,0.035757,-0.0449,47,0.056208,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-04-21,6m,-0.010457,-0.0247,8,-0.068868,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-21,12m,0.007697,-0.0449,24,-0.075966,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-21,24m,0.035757,-0.0449,47,0.069624,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-24,6m,-0.010457,-0.0247,8,-0.062387,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-24,12m,0.007923,-0.0449,24,-0.066579,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-24,24m,0.035757,-0.0449,47,0.078877,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-25,6m,-0.010457,-0.0247,8,-0.055767,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-25,12m,0.006665,-0.0449,25,-0.062383,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-25,24m,0.035757,-0.0449,47,0.083826,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-26,6m,-0.010457,-0.0247,8,-0.060148,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-26,12m,0.005283,-0.0449,25,-0.062284,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-26,24m,0.035757,-0.0449,47,0.081582,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-27,6m,-0.011703,-0.0247,8,-0.050843,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-27,12m,0.004429,-0.0449,25,-0.068166,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-27,24m,0.034511,-0.0449,47,0.09109,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-28,6m,-0.011291,-0.0247,8,-0.046147,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-28,12m,0.004528,-0.0449,25,-0.074051,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-04-28,24m,0.034923,-0.0449,47,0.072788,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-04,6m,-0.010562,-0.0247,8,-0.045361,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-04,12m,0.00596,-0.0449,25,-0.062897,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-04,24m,0.035652,-0.0449,47,0.078711,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-05,6m,-0.00961,-0.0247,8,-0.041452,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-05,12m,0.010219,-0.0448,26,-0.055188,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-05,24m,0.036605,-0.0448,47,0.088472,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-08,6m,-0.010141,-0.0247,8,-0.049108,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-08,12m,0.009687,-0.0448,26,-0.068866,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-08,24m,0.036073,-0.0448,47,0.08617,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-09,6m,-0.00853,-0.0247,8,-0.046786,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-09,12m,0.011299,-0.0448,26,-0.058663,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-09,24m,0.037684,-0.0448,47,0.094648,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-10,6m,-0.010035,-0.0247,8,-0.040498,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-10,12m,0.009793,-0.0448,26,-0.06756,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-10,24m,0.036179,-0.0448,47,0.105108,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-11,6m,-0.011188,-0.0247,8,-0.037181,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-11,12m,0.008641,-0.0449,26,-0.079766,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-11,24m,0.035026,-0.0449,47,0.098433,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-12,6m,-0.010247,-0.0247,8,-0.022632,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-12,12m,0.009582,-0.0449,26,-0.06466,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-12,24m,0.035967,-0.0449,47,0.113459,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-15,6m,-0.012416,-0.0251,8,-0.043259,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-15,12m,0.007413,-0.0453,26,-0.080819,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-15,24m,0.033798,-0.0453,47,0.100036,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-16,6m,-0.013333,-0.026,8,-0.04014,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-16,12m,0.006495,-0.0462,26,-0.078566,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-16,24m,0.032881,-0.0462,47,0.094986,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-17,6m,-0.011749,-0.0244,7,-0.038788,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-17,12m,0.00808,-0.0446,25,-0.082778,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-17,24m,0.034465,-0.0446,46,0.100507,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-18,6m,-0.011749,-0.0244,7,-0.042096,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-18,12m,0.00808,-0.0446,25,-0.085657,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-18,24m,0.034465,-0.0446,46,0.094743,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-19,6m,-0.011749,-0.0244,7,-0.054044,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-19,12m,0.00808,-0.0446,25,-0.088537,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-19,24m,0.034465,-0.0446,46,0.092315,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-22,6m,-0.011749,-0.0244,7,-0.049043,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-22,12m,0.00808,-0.0446,25,-0.081544,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-22,24m,0.034465,-0.0446,46,0.082115,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-23,6m,-0.011749,-0.0244,7,-0.045219,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-23,12m,0.00808,-0.0446,25,-0.075703,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-23,24m,0.034465,-0.0446,46,0.092222,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-24,6m,-0.011749,-0.0244,7,-0.041111,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-24,12m,0.00808,-0.0446,25,-0.069718,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-24,24m,0.034465,-0.0446,46,0.107211,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-25,6m,-0.011749,-0.0244,7,-0.037865,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-25,12m,0.00808,-0.0446,25,-0.071896,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-25,24m,0.034465,-0.0446,46,0.122037,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-26,6m,-0.011749,-0.0244,7,-0.044912,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-26,12m,0.00808,-0.0446,25,-0.074613,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-26,24m,0.034465,-0.0446,46,0.135871,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-29,6m,-0.011749,-0.0244,7,-0.042634,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-29,12m,0.00808,-0.0446,25,-0.072436,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-29,24m,0.034465,-0.0446,46,0.134382,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-30,6m,-0.011749,-0.0244,7,-0.044153,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-30,12m,0.00808,-0.0446,25,-0.07573,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-30,24m,0.034465,-0.0446,46,0.131927,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-31,6m,-0.011749,-0.0244,7,-0.043109,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-31,12m,0.00808,-0.0446,25,-0.06685,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-05-31,24m,0.034465,-0.0446,46,0.147191,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-01,6m,-0.011749,-0.0244,7,-0.064495,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-01,12m,0.00808,-0.0446,25,-0.073359,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-01,24m,0.034465,-0.0446,46,0.142005,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-02,6m,-0.011749,-0.0244,7,-0.070017,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-02,12m,0.00808,-0.0446,25,-0.082504,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-02,24m,0.034465,-0.0446,46,0.12388,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-05,6m,-0.011749,-0.0244,7,-0.070844,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-05,12m,0.00808,-0.0446,25,-0.083048,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-05,24m,0.034465,-0.0446,46,0.130856,0,3,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-06,6m,-0.011749,-0.0244,7,-0.057672,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-06,12m,0.00808,-0.0446,25,-0.080296,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-06,24m,0.034465,-0.0446,46,0.141775,0,3,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-07,6m,-0.011749,-0.0244,7,-0.049032,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-07,12m,0.00808,-0.0446,25,-0.081107,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-07,24m,0.034465,-0.0446,46,0.121575,0,4,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-08,6m,-0.011749,-0.0244,7,-0.046865,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-08,12m,0.00808,-0.0446,25,-0.092224,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-08,24m,0.034465,-0.0446,46,0.134107,0,4,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-09,6m,-0.011749,-0.0244,7,-0.064974,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-09,12m,0.00808,-0.0446,25,-0.105666,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-09,24m,0.034465,-0.0446,46,0.121173,0,4,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-12,6m,-0.011749,-0.0244,7,-0.06937,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-12,12m,0.00808,-0.0446,25,-0.097559,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-12,24m,0.035677,-0.0446,46,0.123774,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-13,6m,-0.011749,-0.0244,7,-0.076915,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-13,12m,0.00808,-0.0446,25,-0.110836,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-13,24m,0.033664,-0.0446,46,0.123143,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-14,6m,-0.011749,-0.0244,7,-0.083882,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-14,12m,0.00808,-0.0446,25,-0.110271,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-14,24m,0.034447,-0.0446,46,0.120162,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-15,6m,-0.011749,-0.0244,7,-0.092979,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-15,12m,0.00808,-0.0446,25,-0.117809,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-15,24m,0.03344,-0.0446,46,0.111319,0,4,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-16,6m,-0.011749,-0.0244,7,-0.1088,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-16,12m,0.00808,-0.0446,25,-0.12871,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-16,24m,0.032992,-0.0446,46,0.100457,0,4,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-19,6m,-0.011749,-0.0244,7,-0.100225,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-19,12m,0.00808,-0.0446,25,-0.123923,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-19,24m,0.032657,-0.0446,46,0.114361,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-20,6m,-0.011749,-0.0244,7,-0.103722,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-20,12m,0.00808,-0.0446,25,-0.12985,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-20,24m,0.033104,-0.0446,46,0.120779,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-21,6m,-0.011749,-0.0244,7,-0.087675,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-21,12m,0.00808,-0.0446,25,-0.116171,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-21,24m,0.032769,-0.0446,46,0.145013,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-26,6m,-0.011749,-0.0244,7,-0.082041,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-26,12m,0.00808,-0.0446,25,-0.114056,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-26,24m,0.031315,-0.0446,46,0.167002,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-27,6m,-0.011749,-0.0244,7,-0.084031,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-27,12m,0.00808,-0.0446,25,-0.108202,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-27,24m,0.031874,-0.0446,46,0.161866,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-28,6m,-0.011749,-0.0244,7,-0.067634,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-28,12m,0.00808,-0.0446,25,-0.109563,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-28,24m,0.03042,-0.0446,46,0.173292,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-06-29,6m,-0.011749,-0.0244,7,-0.063199,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-29,12m,0.00808,-0.0446,25,-0.095452,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-29,24m,0.030308,-0.0446,46,0.174612,0,4,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-30,6m,-0.010859,-0.0235,7,-0.078078,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-30,12m,0.00897,-0.0437,25,-0.102673,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-06-30,24m,0.031422,-0.0437,46,0.170731,0,4,YELLOW,chop
L,ENGULF-CE-01,x1,2023-07-03,6m,-0.005979,-0.0213,7,-0.092345,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-03,12m,0.01385,-0.0414,25,-0.11371,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-03,24m,0.035071,-0.0414,46,0.16519,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-04,6m,-0.006606,-0.021,7,-0.100572,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-04,12m,0.013222,-0.0411,25,-0.109782,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-04,24m,0.035003,-0.0411,46,0.15762,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-05,6m,-0.00637,-0.0218,7,-0.103826,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-05,12m,0.013458,-0.0419,25,-0.103359,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-05,24m,0.034568,-0.0419,46,0.151416,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-06,6m,-0.005337,-0.0207,7,-0.112088,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-06,12m,0.014492,-0.0409,25,-0.097416,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-06,24m,0.036036,-0.0409,47,0.15065,0,4,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-07,6m,-0.00559,-0.0212,7,-0.104604,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-07-07,12m,0.014239,-0.0413,25,-0.093052,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-07-07,24m,0.036475,-0.0413,47,0.147951,0,5,YELLOW,chop
L,ENGULF-CE-01,x1,2023-07-10,6m,-0.006094,-0.0207,7,-0.110894,1,0,YELLOW,chop
L,ENGULF-CE-01,x1,2023-07-10,12m,0.013735,-0.0408,25,-0.096782,1,1,YELLOW,chop
L,ENGULF-CE-01,x1,2023-07-10,24m,0.037499,-0.0408,47,0.152671,0,5,YELLOW,chop
L,ENGULF-CE-01,x1,2023-07-11,6m,-0.005039,-0.0206,7,-0.106386,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-11,12m,0.01479,-0.0407,25,-0.119934,1,1,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-11,24m,0.038436,-0.0407,47,0.149406,0,5,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-12,6m,-0.00271,-0.0199,7,-0.107246,1,0,GREEN,bull
L,ENGULF-CE-01,x1,2023-07-12,12m,0.017492,-0.0399,25,-0.122367,1,1,GREEN,bull
