name,family,exit_regime,status,n_trades,oos_trades,annual_return,sharpe,max_drawdown,win_rate,oos_sharpe,oos_annual_return,oos_max_drawdown,i_bar,vi_bar,g1_pass,sleeve_tag,x2_full_sharpe,x2_oos_sharpe,max_corr,note
rand_ce_p0.05_s35,random_baseline,ce,ok,574,163,0.0421,0.5042,-0.1104,0.6098,0.484,0.0281,-0.0566,,,,,,,,p=0.05 seed=44085
rand_ce_p0.05_s36,random_baseline,ce,ok,569,175,0.0229,0.2656,-0.225,0.5764,0.608,0.0418,-0.0579,,,,,,,,p=0.05 seed=44086
rand_ce_p0.05_s37,random_baseline,ce,ok,566,169,0.0251,0.2971,-0.1579,0.5848,0.3148,0.0202,-0.0628,,,,,,,,p=0.05 seed=44087
rand_ce_p0.05_s38,random_baseline,ce,ok,560,159,0.0031,0.0784,-0.2364,0.5875,0.7406,0.0582,-0.0797,,,,,,,,p=0.05 seed=44088
rand_ce_p0.05_s39,random_baseline,ce,ok,574,190,0.0147,0.2433,-0.167,0.6028,0.9573,0.0739,-0.0707,,,,,,,,p=0.05 seed=44089
rand_ce_p0.05_s40,random_baseline,ce,ok,560,169,0.0179,0.2463,-0.1268,0.5929,0.6315,0.0449,-0.0594,,,,,,,,p=0.05 seed=44090
rand_ce_p0.05_s41,random_baseline,ce,ok,528,163,-0.0286,-0.3157,-0.315,0.553,0.3129,0.0253,-0.0938,,,,,,,,p=0.05 seed=44091
rand_ce_p0.05_s42,random_baseline,ce,ok,567,179,0.0106,0.179,-0.2776,0.6102,1.0429,0.0806,-0.0605,,,,,,,,p=0.05 seed=44092
rand_ce_p0.05_s43,random_baseline,ce,ok,584,167,-0.0058,-0.038,-0.2508,0.589,0.4517,0.0337,-0.0968,,,,,,,,p=0.05 seed=44093
rand_ce_p0.05_s44,random_baseline,ce,ok,544,167,0.0043,0.0982,-0.2014,0.5882,0.6979,0.0517,-0.0719,,,,,,,,p=0.05 seed=44094
rand_ce_p0.05_s45,random_baseline,ce,ok,583,178,0.0195,0.3154,-0.1506,0.6209,0.9487,0.0723,-0.0615,,,,,,,,p=0.05 seed=44095
rand_ce_p0.05_s46,random_baseline,ce,ok,568,158,-0.0225,-0.2381,-0.2626,0.5757,0.2801,0.0219,-0.0797,,,,,,,,p=0.05 seed=44096
rand_ce_p0.05_s47,random_baseline,ce,ok,647,187,0.0521,0.7181,-0.1355,0.643,1.2795,0.0688,-0.0518,,,,,,,,p=0.05 seed=44097
rand_ce_p0.05_s48,random_baseline,ce,ok,556,167,-0.0004,0.0276,-0.1823,0.5809,0.1337,0.0073,-0.0824,,,,,,,,p=0.05 seed=44098
rand_ce_p0.05_s49,random_baseline,ce,ok,543,171,0.0082,0.1357,-0.1995,0.582,0.7897,0.0547,-0.062,,,,,,,,p=0.05 seed=44099
ew48_buyhold,passive_null,none,ok,0,0,0.038,0.3004,-0.3843,,0.7101,0.1202,-0.1677,,,,,,,"J8 formula, consistency info"
ew48_monthly_rebal,passive_null,none,ok,0,0,0.0521,0.3792,-0.3652,,0.8051,0.1306,-0.116,,,,,,,"J8 formula, consistency info"
