股票代码,股票简称,净利润-净利润,净利润-同比增长,所处行业,最新公告日期
833628,金山地质,-3067221.08,6.12,,2026-08-28
833617,元本检测,-3282168.16,3.73,,2026-08-28
833534,神玥软件,-31062063.58,-62.6,,2026-08-28
833499,中国康富,81110413.99,-19.17,,2026-08-28
833486,前程人力,-6381428.26,17.51,,2026-08-28
833186,宏远电器,20967824.67,-25.92,,2026-08-28
833151,通用体智,48589.95,567.5,,2026-08-28
833118,棒杰小贷,1622322.74,-88.11,,2026-08-28
833074,优樟生物,-322388.22,-3478.63,,2026-08-28
832853,电旗股份,1235083.48,-82.87,,2026-08-28
832816,索克服务,9552249.23,-34.38,,2026-08-28
832793,同创伟业,16339601.3,-22.26,,2026-08-28
832714,思晗科技,1826506.91,-34.15,,2026-08-28
832711,迪恩生物,-1674055.79,-17.2,,2026-08-28
832705,达瑞生物,-8097241.22,58.5,,2026-08-28
832695,华航科技,-1240067.8,-246.03,,2026-08-28
832684,天运股份,9601909.62,-49.89,,2026-08-28
832616,城光节能,-7152597.55,-1.7,,2026-08-28
832583,浙江至信,15208541.86,106.58,,2026-08-28
832472,裕丰食品,-2419956.25,11.6854405222,,2026-08-28
832439,马可正嘉,-7353744.48,-266.73,,2026-08-28
832400,微缔软件,2019327.37,-34.61,,2026-08-28
832280,创元期货,62572185.72,19.45,,2026-08-28
832240,尔海科技,-699738.69,53.64,,2026-08-28
832196,秦森园林,-71575811.89,-416.6368868008,,2026-08-28
831992,嘉得力,2767573.5,-62.96,,2026-08-28
831983,春盛药业,-11965870.46,-19.83,,2026-08-28
831937,建研信息,-2108838.33,422.77,,2026-08-28
831882,众益传媒,-1006455.99,90.9,,2026-08-28
831881,ST谦泰亨,-2966903.86,-133.3484984623,,2026-08-28
831828,利特尔,10806855.81,28.25,,2026-08-28
831708,吉华股份,-8244711.0,-566.33,,2026-08-28
831650,盛华德,-2128079.14,-36.88,,2026-08-28
831615,禹成股份,-486930.13,-495.1,,2026-08-28
831527,约顿气膜,2718853.47,142.88,,2026-08-28
831476,硕源科技,14205136.04,626.86,,2026-08-28
831390,宜都运机,13322129.02,-12.63,,2026-08-28
831348,碧松照明,1135229.6,170.2,,2026-08-28
831311,博安智能,9636943.45,47.48,,2026-08-28
831275,睿泽科技,20102881.72,-13.28,,2026-08-28
831269,博凡动力,6808044.6,26.46,,2026-08-28
831185,众智软件,-11548394.48,21.93,,2026-08-28
831177,深冷能源,38553467.6,6.68,,2026-08-28
831118,兰亭科技,-3725295.45,65.25,,2026-08-28
831053,美佳新材,-15601772.43,-100.89,,2026-08-28
831036,裕国股份,-41730640.98,-2.76,,2026-08-28
831033,朗星科技,258596.4,-65.86,,2026-08-28
831006,久易股份,83291732.74,-10.47,,2026-08-28
831002,飞鱼星,-1702053.35,-89.83,,2026-08-28
830983,保得威尔,-4734425.43,-1033.1,,2026-08-28
830976,电通微电,-10902552.53,-17.74,,2026-08-28
830921,海阳股份,3978967.93,9.81,,2026-08-28
830867,ST全华,-616117.29,18.26,,2026-08-28
830855,盈谷股份,-25278191.9,6.53,,2026-08-28
830818,巨峰股份,59252156.36,4.64,,2026-08-28
688981,中芯国际,4467431000.0,94.2,半导体,2026-08-28
688818,电科蓝天,71814814.78,10.01,航天装备Ⅱ,2026-08-28
688796,百奥赛图,241094391.65,402.29,医疗服务,2026-08-28
688793,倍轻松,-47148465.81,-30.5518330705,小家电,2026-08-28
688775,影石创新,30407322.67,-94.15,消费电子,2026-08-28
688758,赛分科技,110638217.52,106.19,化学制药,2026-08-28
688728,格科微,7316599.0,-75.42,半导体,2026-08-28
688721,龙图光罩,16948253.02,-51.67,半导体,2026-08-28
688697,纽威数控,179774847.54,38.26,通用设备,2026-08-28
688695,中创股份,-19965107.16,-150.9195572405,软件开发,2026-08-28
688691,灿芯股份,-61059095.85,-0.2904379686,半导体,2026-08-28
688680,海优新材,-47563515.76,64.280918875,光伏设备,2026-08-28
688678,福立旺,68480140.6,486.0726951574,消费电子,2026-08-28
688659,元琛科技,-19006625.72,-315.61,化学制品,2026-08-28
688620,安凯微,40266706.85,181.7586068118,半导体,2026-08-28
688618,三旺通信,-381642.72,-102.38,通信设备,2026-08-28
688607,康众科技,-23708004.09,-3106.3900483559,医疗器械,2026-08-28
688595,芯海科技,-38363278.7,1.1970522563,半导体,2026-08-28
688592,司南导航,-6292629.01,-131.0589099832,通信设备,2026-08-28
688590,新致软件,-10368022.33,-134.16,软件开发,2026-08-28
688577,浙海德曼,46717213.76,479.25,通用设备,2026-08-28
688566,吉贝尔,99238379.07,-33.54,化学制药,2026-08-28
688562,航天软件,-99513221.68,-61.0187252014,IT服务Ⅱ,2026-08-28
688561,奇安信,-411283007.96,46.5758606418,软件开发,2026-08-28
688558,国盛智科,93578975.63,14.05,通用设备,2026-08-28
688556,高测股份,-489885935.7,-453.2200193714,光伏设备,2026-08-28
688533,上声电子,39803028.61,-53.07,汽车零部件,2026-08-28
688528,秦川物联,-42664018.12,29.9037527114,通用设备,2026-08-28
688509,正元地信,-76373663.88,-58.7430650749,IT服务Ⅱ,2026-08-28
688503,聚和材料,-86492779.13,-147.88,光伏设备,2026-08-28
688478,晶升股份,-11765105.86,-100.04,半导体,2026-08-28
688472,阿特斯,299598953.73,-59.02,光伏设备,2026-08-28
688468,科美诊断,15536159.69,-36.17,医疗器械,2026-08-28
688450,光格科技,-14207649.37,54.720215605,电网设备,2026-08-28
688429,时创能源,-282105853.79,-57.4108365627,光伏设备,2026-08-28
688426,康为世纪,-35184889.3,37.0699822396,医疗器械,2026-08-28
688411,海博思创,632188703.61,100.16,其他电源设备Ⅱ,2026-08-28
688410,山外山,94369972.6,71.46,医疗器械,2026-08-28
688400,凌云光,656448358.79,583.26,专用设备,2026-08-28
688399,硕世生物,19564558.98,390.02,医疗器械,2026-08-28
688393,安必平,764897.0,106.12,医疗器械,2026-08-28
688390,固德威,286471807.71,1825.9438152314,光伏设备,2026-08-28
688367,工大高科,4490840.42,-41.13,轨交设备Ⅱ,2026-08-28
688363,华熙生物,152789535.21,-30.82,医疗美容,2026-08-28
688358,祥生医疗,68957612.85,-1.06,医疗器械,2026-08-28
688351,微电生理,40085267.73,22.7,医疗器械,2026-08-28
688349,三一重能,233196000.0,10.99,风电设备,2026-08-28
688320,禾川科技,22698467.32,159.4787814821,自动化设备,2026-08-28
688318,财富趋势,92120754.34,-13.93,软件开发,2026-08-28
688317,之江生物,-40589405.04,-312.0344862145,医疗器械,2026-08-28
688316,青云科技,-34506432.1,16.9774030433,IT服务Ⅱ,2026-08-28
688314,康拓医疗,41393683.21,-24.74,医疗器械,2026-08-28
688307,中润光学,31820026.08,54.73,光学光电子,2026-08-28
688305,科德数控,34864923.08,-28.93,通用设备,2026-08-28
688296,和达科技,-24346607.3,-39.3409911277,软件开发,2026-08-28
688288,鸿泉技术,-12415665.94,-137.1280333895,计算机设备,2026-08-28
688282,理工导航,-27933198.01,-66.1274660016,航天装备Ⅱ,2026-08-28
688280,精进电动,-179072735.81,-597.9,汽车零部件,2026-08-28
688279,峰岹科技,199209603.06,70.98,半导体,2026-08-28
688262,国芯科技,-81864494.45,5.2617552928,半导体,2026-08-28
688255,凯尔达,28269022.78,1095.3,自动化设备,2026-08-28
688247,宣泰医药,29701777.95,-34.84,化学制药,2026-08-28
688237,超卓航科,7460722.19,70.65,航空装备Ⅱ,2026-08-28
688230,芯导科技,75513374.98,50.43,半导体,2026-08-28
688226,威腾电气,17559957.79,6.51,电网设备,2026-08-28
688217,睿昂基因,-12340876.58,-447.21,医疗器械,2026-08-28
688216,气派科技,11920209.43,120.3178572698,半导体,2026-08-28
688210,统联精密,-57554119.17,-1281.05,消费电子,2026-08-28
688209,英集芯,103850535.82,100.01,半导体,2026-08-28
688191,智洋创新,-45923240.17,-340.7,电网设备,2026-08-28
688185,康希诺,-720837.89,94.6546833983,生物制品,2026-08-28
688137,近岸蛋白,-29204508.82,-20.5623606735,生物制品,2026-08-28
688135,利扬芯片,15374943.06,317.7428118994,半导体,2026-08-28
688125,安达智能,-18017090.74,69.1719423498,自动化设备,2026-08-28
688115,思林杰,9259778.44,161.9042283429,通用设备,2026-08-28
688113,联测科技,57664852.46,8.92,专用设备,2026-08-28
688105,诺唯赞,10962501.94,250.31,生物制品,2026-08-28
688095,福昕软件,13958449.02,386.05,软件开发,2026-08-28
688090,瑞松科技,41844076.69,3349.4580375361,自动化设备,2026-08-28
688075,安旭生物,-10641343.09,-117.94,医疗器械,2026-08-28
688073,毕得医药,103303996.81,40.73,医疗服务,2026-08-28
688067,爱威科技,17682411.39,25.81,医疗器械,2026-08-28
688060,云涌科技,-19148659.44,-116.0295185439,计算机设备,2026-08-28
688058,宝兰德,-58749595.88,13.3112581051,软件开发,2026-08-28
688056,莱伯泰科,13373777.36,-36.6,通用设备,2026-08-28
688052,纳芯微,67591800.42,186.6450606843,半导体,2026-08-28
688030,山石网科,-21119376.58,72.4135890054,软件开发,2026-08-28
688028,沃尔德,58437740.76,33.96,通用设备,2026-08-28
688020,方邦股份,-33001268.38,-38.3244700355,元件,2026-08-28
605218,伟时电子,-51702547.24,-365.4,光学光电子,2026-08-28
605189,富春染织,179787167.94,1238.07,纺织制造,2026-08-28
605186,健麾信息,7101736.06,41.32,自动化设备,2026-08-28
605180,华生科技,-2771368.92,-112.12,纺织制造,2026-08-28
605178,时空科技,-28590079.05,56.861149504,专业工程,2026-08-28
605158,华达新材,30250157.37,-56.04,金属新材料,2026-08-28
605155,西大门,46834433.3,-16.07,家居用品,2026-08-28
605058,澳弘电子,66302104.66,-17.89,元件,2026-08-28
605050,福然德,160199143.76,4.46,物流,2026-08-28
605018,长华集团,17793094.47,-46.66,汽车零部件,2026-08-28
603982,泉峰汽车,-184750821.48,-10.5762957527,汽车零部件,2026-08-28
603980,吉华集团,46162831.2,1235.47,化学制品,2026-08-28
603967,中创物流,173942762.51,22.77,物流,2026-08-28
603939,益丰药房,963777247.55,9.51,医药商业,2026-08-28
603937,丽岛新材,35498137.39,249.1871678645,工业金属,2026-08-28
603915,国茂股份,138244049.93,29.39,通用设备,2026-08-28
603901,永创智能,146589229.96,79.92,专用设备,2026-08-28
603883,老百姓,446783698.0,12.3,医药商业,2026-08-28
603879,永悦科技,-12827682.06,-107.7510646388,塑料,2026-08-28
603858,步长制药,502585589.91,-19.93,中药Ⅱ,2026-08-28
603838,*ST四通,-25774313.99,-59.0949296745,家居用品,2026-08-28
603817,海峡环保,144270810.03,16.17,环境治理,2026-08-28
603816,顾家家居,925570714.16,-9.31,家居用品,2026-08-28
603810,丰山集团,18771516.62,-38.08,农化制品,2026-08-28
603808,歌力思,100497336.51,18.15,服装家纺,2026-08-28
603801,志邦家居,-157487564.85,-214.09,家居用品,2026-08-28
603786,科博达,309195795.84,-27.86,汽车零部件,2026-08-28
603778,国晟科技,-86345644.44,10.3725898312,光伏设备,2026-08-28
603768,常青股份,18608753.16,190.6621197829,汽车零部件,2026-08-28
603739,蔚蓝生物,38559770.52,44.33,化学制品,2026-08-28
603716,塞力医疗,-47835887.9,14.7602335077,医药商业,2026-08-28
603707,健友股份,187550698.73,-34.48,化学制药,2026-08-28
603685,晨丰科技,20526545.54,48.03,光学光电子,2026-08-28
603676,卫信康,142930218.81,-21.81,化学制药,2026-08-28
603667,五洲新春,60908705.1,-19.1,通用设备,2026-08-28
603662,柯力传感,130688021.76,-24.38,通用设备,2026-08-28
603619,中曼石油,98991060.27,-67.03,油服工程,2026-08-28
603616,韩建河山,-18102515.03,-383.91,水泥,2026-08-28
603596,伯特利,641482632.31,22.81,汽车零部件,2026-08-28
603589,口子窖,364856015.35,-48.97,白酒Ⅱ,2026-08-28
603587,地素时尚,209622524.2,23.21,服装家纺,2026-08-28
603515,欧普照明,254298616.59,-31.1,照明设备Ⅱ,2026-08-28
603511,爱慕股份,128993518.85,21.54,服装家纺,2026-08-28
603506,南都物业,115694801.5,-10.97,房地产服务,2026-08-28
603500,祥和实业,72372515.42,12.43,轨交设备Ⅱ,2026-08-28
603489,八方股份,107290311.14,233.27,电机Ⅱ,2026-08-28
603477,巨星农牧,-838264876.96,-562.56,养殖业,2026-08-28
603439,三力制药,37180955.21,-55.24,中药Ⅱ,2026-08-28
603385,惠达卫浴,-80209869.52,-546.31,家居用品,2026-08-28
603381,永臻股份,39583533.62,-23.34,光伏设备,2026-08-28
603373,安邦护卫,64476736.8,14.0,专业服务,2026-08-28
603368,柳药集团,369170965.76,-14.0,医药商业,2026-08-28
603341,龙旗科技,245858028.27,-30.86,消费电子,2026-08-28
603338,浙江鼎力,989531165.75,-5.95,工程机械,2026-08-28
603336,宏辉果蔬,5168941.15,-25.35,种植业,2026-08-28
603331,百达精工,102018535.39,130.66,通用设备,2026-08-28
603324,盛剑科技,-97925729.31,-332.09,环保设备Ⅱ,2026-08-28
603321,梅轮电梯,20736327.24,17.24,专用设备,2026-08-28
603319,美湖股份,54833655.45,-45.77,汽车零部件,2026-08-28
603315,福鞍股份,34549161.48,-37.83,环境治理,2026-08-28
603305,旭升集团,237709912.21,18.48,汽车零部件,2026-08-28
603301,振德医疗,143778780.32,12.53,医疗器械,2026-08-28
603286,日盈电子,-24115658.99,-37.8160474295,汽车零部件,2026-08-28
603282,亚光股份,25908803.25,-37.26,环保设备Ⅱ,2026-08-28
603272,*ST联翔,-11472766.1,-1331.34,家居用品,2026-08-28
603269,海鸥股份,39328546.09,12.75,通用设备,2026-08-28
603262,技源集团,73086709.79,-25.2,食品加工,2026-08-28
603258,电魂网络,-58773680.97,-529.3963191906,游戏Ⅱ,2026-08-28
603257,中国瑞林,94819958.72,26.86,工程咨询服务Ⅱ,2026-08-28
603231,索宝蛋白,68136837.2,-30.07,农产品加工,2026-08-28
603226,菲林格尔,-37086411.07,-31.774933715,家居用品,2026-08-28
603225,新凤鸣,1438899646.49,103.16,化学纤维,2026-08-28
603219,富佳股份,30387246.15,-59.71,小家电,2026-08-28
603212,赛伍技术,-3982188.2,94.4765528798,光伏设备,2026-08-28
603205,健尔康,50461750.09,4.81,医疗器械,2026-08-28
603200,上海洗霸,-6585674.05,-106.13,环境治理,2026-08-28
603195,公牛集团,2150989185.45,4.44,家居用品,2026-08-28
603190,亚通精工,71316739.22,35.2,汽车零部件,2026-08-28
603177,德创环保,-33801057.57,-293.9,环境治理,2026-08-28
603137,恒尚节能,29801848.68,-34.4,装修装饰Ⅱ,2026-08-28
603135,中重科技,37449831.34,90.82,专用设备,2026-08-28
603124,江南新材,160214251.58,51.73,金属新材料,2026-08-28
603116,红蜻蜓,8951952.28,138.9677575273,服装家纺,2026-08-28
603110,东方材料,10949891.31,1573.21,化学制品,2026-08-28
603108,润达医疗,-87866991.37,27.17,医疗服务,2026-08-28
603088,宁波精达,49965957.63,-23.19,通用设备,2026-08-28
603079,圣达生物,20527534.56,-45.7,化学制品,2026-08-28
603076,乐惠国际,19054809.58,-25.67,专用设备,2026-08-28
603067,振华股份,308211637.49,3.45,化学原料,2026-08-28
603057,紫燕食品,66992980.54,-35.94,休闲食品,2026-08-28
603043,广州酒家,30830790.9,-21.15,休闲食品,2026-08-28
603040,新坐标,127029699.29,-10.44,汽车零部件,2026-08-28
603038,华立股份,76033958.02,319.74,装修建材,2026-08-28
603033,三维股份,-185661003.0,-896.5385448021,橡胶,2026-08-28
603022,新通联,22218108.32,2.54,包装印刷,2026-08-28
603011,合锻智能,-34371246.67,-461.31,专用设备,2026-08-28
601975,招商南油,812039839.16,42.41,航运港口,2026-08-28
601825,沪农商行,7073316000.0,0.87,银行Ⅱ,2026-08-28
601800,中国交建,7276820750.0,-23.95,基础建设,2026-08-28
601798,蓝科高新,53043877.46,153.24,专用设备,2026-08-28
601700,风范股份,91118432.87,922.93,电网设备,2026-08-28
601689,拓普集团,1022548890.95,-21.03,汽车零部件,2026-08-28
601678,滨化股份,343592573.58,208.25,化学原料,2026-08-28
601628,中国人寿,134489000000.0,228.6,保险Ⅱ,2026-08-28
601607,上海医药,3504447475.63,-21.4,医药商业,2026-08-28
601601,中国太保,30775000000.0,10.4,保险Ⅱ,2026-08-28
601600,中国铝业,11871383000.0,67.91,工业金属,2026-08-28
601577,长沙银行,4547857000.0,5.06,银行Ⅱ,2026-08-28
601500,通用股份,138117742.16,114.84,汽车零部件,2026-08-28
601229,上海银行,13298558000.0,0.51,银行Ⅱ,2026-08-28
601225,陕西煤业,11272422101.47,47.57,煤炭开采,2026-08-28
601222,林洋能源,426670502.68,31.7,电网设备,2026-08-28
601188,龙江交通,106516643.4,-8.36,铁路公路,2026-08-28
601166,兴业银行,41131000000.0,-4.66,银行Ⅱ,2026-08-28
601118,海南橡胶,-130479391.25,25.8838732609,种植业,2026-08-28
601107,四川成渝,899342340.53,1.94,铁路公路,2026-08-28
601106,中国一重,-2711657.43,97.4331828963,专用设备,2026-08-28
601083,锦江航运,751332947.71,-5.43,航运港口,2026-08-28
601020,华钰矿业,122288529.64,-32.87,工业金属,2026-08-28
601018,宁波港,2543494000.0,-2.12,航运港口,2026-08-28
601016,节能风电,364474542.94,-42.2,电力,2026-08-28
601007,金陵饭店,26767524.98,15.12,酒店餐饮,2026-08-28
601001,晋控煤业,723400114.18,-17.43,煤炭开采,2026-08-28
600985,淮北矿业,1239107460.32,20.11,煤炭开采,2026-08-28
600981,苏豪汇鸿,-224618684.19,-303.15,贸易Ⅱ,2026-08-28
600967,内蒙一机,171942971.37,-40.72,地面兵装Ⅱ,2026-08-28
600965,*ST福成,18191268.32,-48.87,养殖业,2026-08-28
600933,爱柯迪,477394088.37,-16.7,汽车零部件,2026-08-28
600928,西安银行,1482706000.0,2.14,银行Ⅱ,2026-08-28
600905,三峡能源,1218778936.05,-68.05,电力,2026-08-28
600886,国投电力,3535371481.79,-6.83,电力,2026-08-28
600884,杉杉股份,822451607.67,296.73,电池,2026-08-28
600863,华能蒙电,1490156880.79,-22.34,电力,2026-08-28
600862,中航高科,439023700.82,-27.44,航空装备Ⅱ,2026-08-28
600834,申通地铁,32185119.29,17.56,铁路公路,2026-08-28
600820,隧道股份,558377983.19,-23.17,基础建设,2026-08-28
600814,杭州解百,151632813.42,0.98,一般零售,2026-08-28
600810,神马股份,62977607.45,149.1423120012,化学纤维,2026-08-28
600760,中航沈飞,473065863.24,-58.37,航空装备Ⅱ,2026-08-28
600741,华域汽车,2646591006.98,-8.67,汽车零部件,2026-08-28
600737,中粮糖业,608343069.77,36.75,农产品加工,2026-08-28
600736,苏州高新,610225891.61,247.58,房地产开发,2026-08-28
600735,ST新华锦,5922278.2,-53.97,饰品,2026-08-28
600720,中交设计,308510159.4,-44.84,工程咨询服务Ⅱ,2026-08-28
600714,金瑞矿业,16771327.25,-53.69,化学原料,2026-08-28
600710,苏美达,693407407.63,6.62,贸易Ⅱ,2026-08-28
600708,光明地产,-455388497.21,-14.48,房地产开发,2026-08-28
600690,海尔智家,10316254946.26,-14.27,白色家电,2026-08-28
600671,天目药业,6302215.9,-38.5,中药Ⅱ,2026-08-28
600651,飞乐音响,1778681.38,-92.27,汽车零部件,2026-08-28
600645,中源协和,61048408.12,5.67,生物制品,2026-08-28
600639,浦东金桥,122766647.87,-29.97,房地产开发,2026-08-28
600620,天宸股份,11017484.49,-41.86,综合Ⅱ,2026-08-28
600598,北大荒,-536509131.22,-154.5,种植业,2026-08-28
600592,龙溪股份,53128445.71,-17.96,通用设备,2026-08-28
600561,江西长运,5879124.25,2.28,铁路公路,2026-08-28
600560,金自天正,17763915.14,-17.97,专用设备,2026-08-28
600557,康缘药业,147157774.93,3.36,中药Ⅱ,2026-08-28
600551,时代出版,201781037.2,-3.37,出版,2026-08-28
600545,卓郎智能,-76658000.0,61.9011172518,专用设备,2026-08-28
600522,中天科技,2387490988.84,52.29,通信设备,2026-08-28
600489,中金黄金,4356771963.92,61.67,贵金属,2026-08-28
600481,双良节能,-765718824.3,-28.31,光伏设备,2026-08-28
600439,ST瑞贝卡,4497168.6,-52.03,饰品,2026-08-28
600377,宁沪高速,2503328666.16,3.28,铁路公路,2026-08-28
600370,*ST三房,4930503.59,101.8834257293,化学纤维,2026-08-28
600354,敦煌种业,144671536.13,165.68,种植业,2026-08-28
600281,华阳新材,2372615.16,-97.11,小金属,2026-08-28
600278,东方创业,123174177.51,5.82,贸易Ⅱ,2026-08-28
600249,两面针,-4681164.69,7.9268408837,个护用品,2026-08-28
600227,赤天化,38804491.42,179.2755001805,农化制品,2026-08-28
600222,太龙药业,12032683.58,-37.8,中药Ⅱ,2026-08-28
600217,中再资环,-30694199.99,91.5919401569,环境治理,2026-08-28
600210,紫江企业,544174572.02,15.1,包装印刷,2026-08-28
600184,光电股份,15895422.84,28.39,地面兵装Ⅱ,2026-08-28
600163,中闽能源,347044732.2,-7.29,电力,2026-08-28
600156,华升股份,-24000185.25,-77.0573767839,纺织制造,2026-08-28
600114,东睦股份,200475387.63,-23.16,通用设备,2026-08-28
600108,亚盛集团,24918761.99,-11.01,种植业,2026-08-28
600094,大名城,10005295.27,-70.04,房地产开发,2026-08-28
600067,冠城新材,-42738903.9,-318.42,电网设备,2026-08-28
600059,古越龙山,91556385.52,1.38,非白酒,2026-08-28
600058,五矿发展,5845733.67,-94.57,贸易Ⅱ,2026-08-28
600052,东望时代,-13726825.29,-120.64,电力,2026-08-28
600032,浙江新能,155913070.76,-46.54,电力,2026-08-28
600027,华电国际,3104884000.0,-20.47,电力,2026-08-28
600018,上港集团,8519408311.61,5.97,航运港口,2026-08-28
600012,皖通高速,1007406601.94,4.89,铁路公路,2026-08-28
600000,浦发银行,30951000000.0,4.08,银行Ⅱ,2026-08-28
430647,青鹰股份,-1916189.12,4.23,,2026-08-28
430584,弘陆股份,517312.06,1254.55,,2026-08-28
430573,山水节能,5753047.41,5.01,,2026-08-28
430493,新成新材,-44339448.39,-124.68,,2026-08-28
430403,英思科技,453468.0,143.09,,2026-08-28
430376,东亚装饰,1288126.71,24.83,,2026-08-28
430351,爱科凯能,-2524437.74,-8.36,,2026-08-28
430325,精英智通,-6340926.41,13.16,,2026-08-28
430316,巨灵数科,2693188.06,11.47,,2026-08-28
430236,美兰股份,3472819.58,4160.3193707055,,2026-08-28
430193,微传播,-26634753.45,-263.63,,2026-08-28
430165,光宝联合,-2030796.11,39.35,,2026-08-28
430148,ST科能腾,-4585939.59,92.18,,2026-08-28
430093,掌上通,4926508.55,526.23,,2026-08-28
430037,ST联飞翔,-1670685.28,68.44,,2026-08-28
430005,原子高科,167021784.9,25.5,,2026-08-28
420280,锦州港B3,133371345.69,252.87,,2026-08-28
420244,建车B3,1869713.9,166.96,,2026-08-28
420178,山航B3,-1240544924.99,-32.49,,2026-08-28
420085,东沣B5,-3041699.33,8.32,,2026-08-28
420073,上普B5,163226.47,-54.25,,2026-08-28
420063,武锅B5,951404.64,123.42,,2026-08-28
400305,赛隆3,-45106965.28,-204.12,,2026-08-28
400303,恒久3,-10536883.8,49.8,,2026-08-28
400301,上科5,-6260745.75,-7247.22,,2026-08-28
400300,创兴3,863588.15,109.1561417903,,2026-08-28
400297,国化5,-51978350.2,-846.14,,2026-08-28
400296,熊猫3,-620759.34,-108.46,,2026-08-28
400295,华嵘5,3333086.99,193.95,,2026-08-28
400291,立方3,-17609134.2,55.86,,2026-08-28
400286,苏药发3,-258780390.83,-482.6,,2026-08-28
400280,锦州港A3,133371345.69,252.87,,2026-08-28
400276,海越3,55558508.04,138.71,,2026-08-28
400274,人人乐3,-61163893.92,-132.76,,2026-08-28
400271,龙宇5,-38188683.55,10.4011891033,,2026-08-28
400262,嘉寓3,-94304954.19,63.74,,2026-08-28
400261,伊立浦3,-21446399.56,-6.65,,2026-08-28
400260,大药5,-11212798.81,10.9,,2026-08-28
400258,博信3,-11942546.51,20.0,,2026-08-28
400255,亚星3,2832553.65,-59.68,,2026-08-28
400251,海印5,-62704738.51,-8.19,,2026-08-28
400250,鼎龙5,-30051977.91,16.96,,2026-08-28
400247,航高5,-129155777.67,-76.4,,2026-08-28
400239,联络3,-84661565.77,67.13,,2026-08-28
400238,贵天成3,-52195145.27,10.84,,2026-08-28
400237,天通5,-8009333.84,-85.08,,2026-08-28
400224,苏阳光5,-153774289.41,-52.33,,2026-08-28
400220,同达5,-1329877.7,73.66,,2026-08-28
400219,碳元5,-4626573.82,6.78,,2026-08-28
400214,世茂3,-445483227.2,28.27,,2026-08-28
400212,民生5,-15390483.26,-139.84,,2026-08-28
400210,博天5,-32691949.08,-254.26,,2026-08-28
400208,金鹤5,5654306.43,106.02,,2026-08-28
400199,阳光城3,-2351272014.91,16.28,,2026-08-28
400197,天润3,-22023018.65,-68.48,,2026-08-28
400186,美置3,-195374274.28,-56.96,,2026-08-28
400179,顺利3,-3034519.79,11.95,,2026-08-28
400177,阳竹5,-11514488.92,-758.26,,2026-08-28
400166,宜康3,-204365041.6,25.74,,2026-08-28
400151,天首5,-13143213.34,60.08,,2026-08-28
400146,聚龙5,-28258639.69,-9.67,,2026-08-28
400145,网力3,-111554971.14,20.25,,2026-08-28
400135,众应3,-47852417.93,-208.48,,2026-08-28
400134,金刚5,33098959.66,236.57,,2026-08-28
400128,罗顿5,-8450306.27,39.9234963764,,2026-08-28
400123,昌鱼3,-4574186.87,-17.267,,2026-08-28
400116,拉夏3,-63741000.0,-52.38,,2026-08-28
400101,秋林3,-38142838.82,21.53,,2026-08-28
400082,华锐5,-100243286.34,-952.87,,2026-08-28
400073,上普A5,163226.47,-54.25,,2026-08-28
400068,昆机5,18622568.3,64.01,,2026-08-28
400044,哈慈3,-266027.0,-58.51,,2026-08-28
400040,中川3,-5560753.21,-33.35,,2026-08-28
400025,宏业3,-55834077.22,-7.76,,2026-08-28
400021,华夏5,-1205602.39,-160.13,,2026-08-28
301677,欣兴工具,100039718.76,1.61,通用设备,2026-08-28
301669,高特电子,39921220.03,-22.36,其他电源设备Ⅱ,2026-08-28
301668,昊创瑞通,31472660.68,-48.92,电网设备,2026-08-28
301665,泰禾股份,240941602.21,32.27,农化制品,2026-08-28
301658,首航新能,-72105134.76,-179.04,光伏设备,2026-08-28
301638,南网数字,202431219.18,1453.65,IT服务Ⅱ,2026-08-28
301633,港迪技术,-24179194.7,-231.28,自动化设备,2026-08-28
301626,苏州天脉,19121011.35,-79.76,消费电子,2026-08-28
301618,长联科技,14783035.23,-40.03,化学制品,2026-08-28
301607,富特科技,157828268.04,135.76,汽车零部件,2026-08-28
301602,超研股份,27095282.71,-60.41,医疗器械,2026-08-28
301591,肯特股份,32103590.72,-22.95,塑料,2026-08-28
301588,美新科技,24508780.05,9.66,家居用品,2026-08-28
301586,佳力奇,-16435188.7,-143.56,航空装备Ⅱ,2026-08-28
301571,国科天成,100596099.15,49.43,军工电子Ⅱ,2026-08-28
301566,达利凯普,119041894.35,33.58,元件,2026-08-28
301560,众捷股份,649536.41,-98.49,汽车零部件,2026-08-28
301557,常友科技,23110700.76,-33.0,风电设备,2026-08-28
301556,托普云农,43335909.19,-16.89,IT服务Ⅱ,2026-08-28
301551,无线传媒,139266929.09,-5.08,电视广播Ⅱ,2026-08-28
301548,崇德科技,71092893.81,7.26,通用设备,2026-08-28
301533,威马农机,21084967.98,10.16,专用设备,2026-08-28
301515,港通医疗,-18351221.3,-118.35,医疗器械,2026-08-28
301507,民生健康,83394343.02,1.2,化学制药,2026-08-28
301499,维科精密,24423646.3,6.7,汽车零部件,2026-08-28
301489,思泉新材,33612432.71,10.17,电子化学品Ⅱ,2026-08-28
301468,博盈特焊,1269709.89,-95.93,通用设备,2026-08-28
301428,世纪恒通,31265834.12,-15.44,通信服务,2026-08-28
301413,安培龙,3501497.82,-91.69,通用设备,2026-08-28
301408,华人健康,135908900.86,31.01,医药商业,2026-08-28
301367,瑞迈特,126578275.06,-3.63,医疗器械,2026-08-28
