family,set,sharpe,ann_ret,max_dd,n_trades
B,"[3, 5, 8, 11]",0.2821,0.036299,-0.446226,115
B,"[3, 5, 8, 12]",0.2708,0.033867,-0.402551,115
B,"[3, 5, 9, 10]",0.2495,0.029794,-0.493273,86
B,"[3, 5, 9, 11]",0.213,0.022613,-0.490597,114
B,"[3, 5, 9, 12]",0.2009,0.020214,-0.4554,114
B,"[3, 5, 10, 11]",0.2673,0.033561,-0.507181,85
B,"[3, 5, 10, 12]",0.2502,0.02999,-0.466961,113
B,"[3, 5, 11, 12]",0.2239,0.024806,-0.458736,85
B,"[3, 6, 7, 8]",0.3953,0.055909,-0.397263,58
B,"[3, 6, 7, 9]",0.308,0.039767,-0.388027,87
B,"[3, 6, 7, 10]",0.3587,0.049734,-0.39806,86
B,"[3, 6, 7, 11]",0.3239,0.043256,-0.42878,86
B,"[3, 6, 7, 12]",0.3127,0.040806,-0.413207,86
B,"[3, 6, 8, 9]",0.3248,0.043846,-0.389801,87
B,"[3, 6, 8, 10]",0.3678,0.052734,-0.40214,116
B,"[3, 6, 8, 11]",0.3342,0.046237,-0.43264,116
B,"[3, 6, 8, 12]",0.3233,0.043775,-0.417154,116
B,"[3, 6, 9, 10]",0.301,0.03967,-0.422613,87
B,"[3, 6, 9, 11]",0.2637,0.032413,-0.422667,115
B,"[3, 6, 9, 12]",0.252,0.02999,-0.406911,115
B,"[3, 6, 10, 11]",0.3181,0.043472,-0.430602,86
B,"[3, 6, 10, 12]",0.3014,0.039863,-0.416657,114
B,"[3, 6, 11, 12]",0.2743,0.034624,-0.444693,86
B,"[3, 7, 8, 9]",0.3147,0.040886,-0.40851,58
B,"[3, 7, 8, 10]",0.359,0.049691,-0.433721,87
B,"[3, 7, 8, 11]",0.324,0.043209,-0.427532,87
B,"[3, 7, 8, 12]",0.3128,0.040762,-0.367561,87
B,"[3, 7, 9, 10]",0.2808,0.035024,-0.481228,88
B,"[3, 7, 9, 11]",0.2421,0.027801,-0.478471,116
B,"[3, 7, 9, 12]",0.2299,0.025394,-0.42644,116
B,"[3, 7, 10, 11]",0.2987,0.038813,-0.495447,87
B,"[3, 7, 10, 12]",0.2812,0.035209,-0.438603,115
B,"[3, 7, 11, 12]",0.2533,0.030002,-0.431437,87
B,"[3, 8, 9, 10]",0.3059,0.040501,-0.449142,58
B,"[3, 8, 9, 11]",0.2686,0.033299,-0.445051,86
B,"[3, 8, 9, 12]",0.257,0.030876,-0.407461,86
B,"[3, 8, 10, 11]",0.3176,0.043263,-0.465348,87
B,"[3, 8, 10, 12]",0.3008,0.039663,-0.420296,115
B,"[3, 8, 11, 12]",0.2736,0.034416,-0.411414,87
B,"[3, 9, 10, 11]",0.2522,0.03033,-0.50532,58
B,"[3, 9, 10, 12]",0.2347,0.026762,-0.470886,86
B,"[3, 9, 11, 12]",0.2037,0.020756,-0.463474,86
B,"[3, 10, 11, 12]",0.2592,0.031802,-0.474171,57
B,"[4, 5, 6, 7]",0.3031,0.039765,-0.440239,30
B,"[4, 5, 6, 8]",0.3156,0.042968,-0.443827,60
B,"[4, 5, 6, 9]",0.2463,0.029195,-0.43403,59
B,"[4, 5, 6, 10]",0.2945,0.039068,-0.443305,58
B,"[4, 5, 6, 11]",0.2624,0.032648,-0.471722,58
B,"[4, 5, 6, 12]",0.2511,0.030225,-0.457312,58
B,"[4, 5, 7, 8]",0.3035,0.039667,-0.392751,59
B,"[4, 5, 7, 9]",0.2228,0.024301,-0.439389,88
B,"[4, 5, 7, 10]",0.273,0.034127,-0.451248,87
B,"[4, 5, 7, 11]",0.2398,0.027741,-0.443554,87
B,"[4, 5, 7, 12]",0.2278,0.025324,-0.421435,87
B,"[4, 5, 8, 9]",0.2496,0.029788,-0.420842,58
B,"[4, 5, 8, 10]",0.2925,0.038558,-0.433342,87
B,"[4, 5, 8, 11]",0.2603,0.032145,-0.427716,87
B,"[4, 5, 8, 12]",0.2488,0.029727,-0.412081,87
B,"[4, 5, 9, 10]",0.2282,0.025685,-0.482777,58
B,"[4, 5, 9, 11]",0.1922,0.018523,-0.475824,86
B,"[4, 5, 9, 12]",0.18,0.016134,-0.455357,86
B,"[4, 5, 10, 11]",0.246,0.029428,-0.48592,57
B,"[4, 5, 10, 12]",0.2289,0.025878,-0.46689,85
B,"[4, 5, 11, 12]",0.203,0.0207,-0.458775,57
B,"[4, 6, 7, 8]",0.3636,0.050498,-0.410343,58
B,"[4, 6, 7, 9]",0.2778,0.03444,-0.401299,87
B,"[4, 6, 7, 10]",0.3282,0.044359,-0.411123,86
B,"[4, 6, 7, 11]",0.294,0.037909,-0.441212,86
B,"[4, 6, 7, 12]",0.2826,0.035477,-0.425928,86
B,"[4, 6, 8, 9]",0.2955,0.038495,-0.403064,87
B,"[4, 6, 8, 10]",0.3384,0.047342,-0.415118,116
B,"[4, 6, 8, 11]",0.3054,0.040882,-0.44496,116
B,"[4, 6, 8, 12]",0.2943,0.038432,-0.429804,116
B,"[4, 6, 9, 10]",0.2726,0.034342,-0.422614,87
B,"[4, 6, 9, 11]",0.2359,0.027126,-0.435199,115
B,"[4, 6, 9, 12]",0.224,0.024714,-0.419764,115
B,"[4, 6, 10, 11]",0.29,0.038127,-0.442956,86
B,"[4, 6, 10, 12]",0.2731,0.034537,-0.4293,114
B,"[4, 6, 11, 12]",0.2467,0.029336,-0.456689,86
B,"[4, 7, 8, 9]",0.2842,0.035557,-0.387143,58
B,"[4, 7, 8, 10]",0.3284,0.044309,-0.400116,87
B,"[4, 7, 8, 11]",0.2941,0.037867,-0.393203,87
B,"[4, 7, 8, 12]",0.2827,0.035433,-0.376608,87
B,"[4, 7, 9, 10]",0.2515,0.029721,-0.455339,88
B,"[4, 7, 9, 11]",0.2135,0.022538,-0.448024,116
B,"[4, 7, 9, 12]",0.2011,0.020142,-0.42641,116
B,"[4, 7, 10, 11]",0.2698,0.033487,-0.464602,87
B,"[4, 7, 10, 12]",0.2521,0.029916,-0.43864,115
B,"[4, 7, 11, 12]",0.2247,0.024725,-0.430013,87
B,"[4, 8, 9, 10]",0.2773,0.035165,-0.438686,58
B,"[4, 8, 9, 11]",0.2406,0.028009,-0.429793,86
B,"[4, 8, 9, 12]",0.2287,0.025595,-0.40749,86
B,"[4, 8, 10, 11]",0.2894,0.03792,-0.440982,87
B,"[4, 8, 10, 12]",0.2724,0.034334,-0.420294,115
B,"[4, 8, 11, 12]",0.2458,0.029124,-0.41139,87
B,"[4, 9, 10, 11]",0.225,0.025054,-0.489678,58
B,"[4, 9, 10, 12]",0.2074,0.021506,-0.470873,86
B,"[4, 9, 11, 12]",0.1769,0.015534,-0.46343,86
B,"[4, 10, 11, 12]",0.2321,0.026526,-0.474134,57
B,"[5, 6, 7, 8]",0.3444,0.047038,-0.449381,30
B,"[5, 6, 7, 9]",0.26,0.031176,-0.441077,59
B,"[5, 6, 7, 10]",0.3104,0.041057,-0.450281,58
B,"[5, 6, 7, 11]",0.2765,0.034632,-0.478363,58
B,"[5, 6, 7, 12]",0.2649,0.032201,-0.464123,58
B,"[5, 6, 8, 9]",0.2789,0.035339,-0.44184,59
B,"[5, 6, 8, 10]",0.3219,0.044156,-0.453141,88
B,"[5, 6, 8, 11]",0.2891,0.037714,-0.481038,88
B,"[5, 6, 8, 12]",0.2779,0.03527,-0.466886,88
B,"[5, 6, 9, 10]",0.2566,0.031207,-0.441363,59
B,"[5, 6, 9, 11]",0.22,0.024002,-0.471896,87
B,"[5, 6, 9, 12]",0.2079,0.021596,-0.457516,87
B,"[5, 6, 10, 11]",0.2741,0.034964,-0.479518,58
B,"[5, 6, 10, 12]",0.2571,0.031386,-0.466399,86
B,"[5, 6, 11, 12]",0.2308,0.026195,-0.492077,58
B,"[5, 7, 8, 9]",0.2628,0.031605,-0.395365,58
B,"[5, 7, 8, 10]",0.3072,0.040327,-0.421102,87
B,"[5, 7, 8, 11]",0.2731,0.033906,-0.434465,87
B,"[5, 7, 8, 12]",0.2614,0.031479,-0.419023,87
B,"[5, 7, 9, 10]",0.2307,0.025787,-0.46968,88
B,"[5, 7, 9, 11]",0.1928,0.018627,-0.466817,116
B,"[5, 7, 9, 12]",0.1802,0.016239,-0.42644,116
B,"[5, 7, 10, 11]",0.2492,0.029535,-0.484199,87
B,"[5, 7, 10, 12]",0.2314,0.025981,-0.438632,115
B,"[5, 7, 11, 12]",0.2042,0.020812,-0.44816,87
B,"[5, 8, 9, 10]",0.257,0.031215,-0.438668,58
B,"[5, 8, 9, 11]",0.2205,0.024083,-0.432687,86
B,"[5, 8, 9, 12]",0.2084,0.021682,-0.411125,86
B,"[5, 8, 10, 11]",0.2694,0.033953,-0.453438,87
B,"[5, 8, 10, 12]",0.2523,0.030383,-0.423051,115
B,"[5, 8, 11, 12]",0.2258,0.025192,-0.450755,87
B,"[5, 9, 10, 11]",0.2054,0.021142,-0.494278,58
B,"[5, 9, 10, 12]",0.1875,0.017603,-0.470835,86
B,"[5, 9, 11, 12]",0.1572,0.011648,-0.463453,86
B,"[5, 10, 11, 12]",0.2125,0.022599,-0.474151,57
B,"[6, 7, 8, 9]",0.327,0.043057,-0.408769,29
B,"[6, 7, 8, 10]",0.3737,0.052352,-0.419931,58
B,"[6, 7, 8, 11]",0.3385,0.045849,-0.449535,58
B,"[6, 7, 8, 12]",0.3275,0.043402,-0.434499,58
B,"[6, 7, 9, 10]",0.2921,0.037109,-0.408797,59
B,"[6, 7, 9, 11]",0.2532,0.029867,-0.441127,87
B,"[6, 7, 9, 12]",0.2411,0.027449,-0.425842,87
B,"[6, 7, 10, 11]",0.3098,0.040894,-0.453239,58
B,"[6, 7, 10, 12]",0.2925,0.037305,-0.435281,86
B,"[6, 7, 11, 12]",0.2643,0.032076,-0.462415,58
B,"[6, 8, 9, 10]",0.3089,0.041095,-0.410215,59
B,"[6, 8, 9, 11]",0.2716,0.033903,-0.442742,87
B,"[6, 8, 9, 12]",0.26,0.031477,-0.427519,87
B,"[6, 8, 10, 11]",0.3206,0.043868,-0.452488,88
B,"[6, 8, 10, 12]",0.3038,0.040253,-0.439108,116
B,"[6, 8, 11, 12]",0.2766,0.03502,-0.466024,88
B,"[6, 9, 10, 11]",0.2552,0.030924,-0.441416,59
B,"[6, 9, 10, 12]",0.2377,0.027357,-0.427038,87
B,"[6, 9, 11, 12]",0.2067,0.021351,-0.45666,87
B,"[6, 10, 11, 12]",0.2622,0.032402,-0.463989,58
B,"[7, 8, 9, 10]",0.2978,0.038084,-0.418717,30
B,"[7, 8, 9, 11]",0.2594,0.030978,-0.413704,58
B,"[7, 8, 9, 12]",0.2474,0.02856,-0.373603,58
B,"[7, 8, 10, 11]",0.31,0.04086,-0.435008,59
B,"[7, 8, 10, 12]",0.2925,0.037252,-0.38679,87
B,"[7, 8, 11, 12]",0.2643,0.032037,-0.416226,59
B,"[7, 9, 10, 11]",0.2334,0.026313,-0.482339,60
B,"[7, 9, 10, 12]",0.2151,0.022762,-0.442804,88
B,"[7, 9, 11, 12]",0.1831,0.016787,-0.434924,88
B,"[7, 10, 11, 12]",0.2408,0.027786,-0.446213,59
B,"[8, 9, 10, 11]",0.2597,0.031746,-0.450584,30
B,"[8, 9, 10, 12]",0.2421,0.028161,-0.42579,58
B,"[8, 9, 11, 12]",0.2113,0.022229,-0.416273,58
B,"[8, 10, 11, 12]",0.2614,0.032195,-0.428112,59
B,"[9, 10, 11, 12]",0.1974,0.019542,-0.478061,30
