date,open,high,low,close,volume,oi,settle
2024-05-14,5477,5528,5444,5470,59866,116594,0
2024-05-15,5460,5486,5408.2,5424,62134,121328,0
2024-05-16,5470.2,5485.4,5401.4,5415,79478,134269,0
2024-05-17,5427.8,5536,5408,5530.2,94821,142465,0
2024-05-20,5533.2,5587.4,5506.8,5539.2,76844,136278,0
2024-05-21,5520,5534.6,5445,5476.8,70134,134930,0
2024-05-22,5485,5504.2,5442,5479.6,65033,131548,0
2024-05-23,5457,5458,5325.2,5359,86122,136494,0
2024-05-24,5350,5386.4,5289,5291.2,77622,131652,0
2024-05-27,5320,5344.8,5231.8,5335.8,86544,135548,0
2024-05-28,5320,5348,5264.6,5279,76924,125679,0
2024-05-29,5286.2,5341.8,5252,5284,83508,130440,0
2024-05-30,5268,5323.8,5240.2,5291.4,87534,125533,0
2024-05-31,5313,5353.2,5308,5314,72770,120721,0
2024-06-03,5310,5314.4,5181.2,5222.4,94312,127269,0
2024-06-04,5209.8,5285,5180.8,5268.6,91299,119444,0
2024-06-05,5256.2,5288.6,5203.8,5209.6,70893,117604,0
2024-06-06,5235.4,5246,5071.4,5101.8,111388,128795,0
2024-06-07,5151,5167.8,5060.8,5115,100891,119715,0
2024-06-11,5094.4,5191.2,5048,5174,90754,116754,0
2024-06-12,5164.8,5207,5158.2,5180.6,68123,105908,0
2024-06-13,5199.8,5199.8,5134.2,5148.4,68759,103228,0
2024-06-14,5132.2,5193.8,5113,5178.8,82584,98376,0
2024-06-17,5152,5207,5142.8,5173.8,63411,86066,0
2024-06-18,5171.2,5242.6,5171.2,5230,68503,75217,0
2024-06-19,5240.6,5254,5141,5155,68614,55505,0
2024-06-20,5155.2,5172.8,5048.6,5064,55148,34529,0
2024-06-21,4990.2,5036.4,4968,4994.6,74160,95028,0
2024-06-24,4961.2,4979.8,4826,4834,88614,100237,0
2024-06-25,4852,4867.6,4767.8,4808.4,90594,102236,0
2024-06-26,4808.4,4966.2,4772.4,4954.4,108500,102894,0
2024-06-27,4936.4,4943,4818,4835,93752,99692,0
2024-06-28,4825,4951.8,4823.2,4851.4,105825,104068,0
2024-07-01,4858,4929.4,4793.2,4893.2,97193,99581,0
2024-07-02,4900,4917.4,4838,4863.8,77542,91892,0
2024-07-03,4861.2,4879,4821,4832.2,74798,92615,0
2024-07-04,4843.6,4853,4701.4,4729,86507,96368,0
2024-07-05,4728,4806.4,4680,4778.2,98420,97634,0
2024-07-08,4768.8,4769,4637,4663,88034,94241,0
2024-07-09,4656,4795.6,4626.8,4766.6,123226,105861,0
2024-07-10,4755.8,4813.6,4747.8,4758,83873,90954,0
2024-07-11,4840,4888.2,4799.6,4881.4,89853,92011,0
2024-07-12,4871,4892,4842.2,4864.2,68072,81735,0
2024-07-15,4850.2,4856.4,4790.4,4808.8,69517,78372,0
2024-07-16,4795.8,4837.4,4767,4816.6,72248,69493,0
2024-07-17,4820.2,4834.2,4771.6,4789.6,63485,51040,0
2024-07-18,4763.6,4829,4713.4,4809.2,60705,30963,0
2024-07-19,4715,4823.6,4710.8,4757,79476,83773,0
2024-07-22,4777.8,4808,4737,4766.2,62756,79680,0
2024-07-23,4776,4781.8,4624.4,4625,65738,81852,0
2024-07-24,4619.8,4649.4,4562.2,4570.2,89033,93159,0
2024-07-25,4555,4643,4542,4579.2,88909,88083,0
2024-07-26,4601.4,4679,4600.2,4664.6,83036,86687,0
2024-07-29,4679,4679,4619.2,4638.6,59453,79510,0
2024-07-30,4618.6,4685.4,4585.2,4656,74188,87209,0
2024-07-31,4660,4898.8,4648,4895,100816,92356,0
2024-08-01,4899.2,4935,4827.6,4859.4,81007,87470,0
2024-08-02,4820,4892,4781.8,4792.8,81276,87295,0
2024-08-05,4780,4852.2,4652.2,4670.6,107524,95315,0
2024-08-06,4739.4,4764.4,4673,4729.8,88344,84545,0
2024-08-07,4721,4759,4693,4719,74151,80158,0
2024-08-08,4701.2,4772,4655,4735,88332,83736,0
2024-08-09,4772,4792,4682,4687,77726,74611,0
2024-08-12,4687,4703.6,4651,4678.4,67101,69659,0
2024-08-13,4678.2,4705,4637,4689.8,68645,61666,0
2024-08-14,4690,4701,4640.6,4641.6,51499,44383,0
2024-08-15,4580,4719.4,4573.6,4637.4,118664,160619,0
2024-08-16,4649,4668.8,4602,4606.2,90140,155809,0
2024-08-19,4608,4687.4,4600.2,4622.8,80063,155221,0
2024-08-20,4626,4632.8,4518.2,4537,96619,155978,0
2024-08-21,4530.2,4559,4513.6,4522,72862,149045,0
2024-08-22,4528,4538.2,4456.4,4473.2,88130,156536,0
2024-08-23,4478,4494,4445.6,4475,87728,150538,0
2024-08-26,4480,4517,4458.6,4489.2,77864,148292,0
2024-08-27,4476,4480,4422.8,4442.2,77232,146087,0
2024-08-28,4433,4493.8,4421.2,4450.2,82253,146868,0
2024-08-29,4434.6,4553.6,4432,4527.4,113326,153849,0
2024-08-30,4527.6,4697.6,4525.2,4621,142796,155302,0
2024-09-02,4612,4634.8,4508.8,4515.6,89892,142020,0
2024-09-03,4524,4592.8,4514,4547.4,95410,140430,0
2024-09-04,4530,4587,4507,4536.2,95403,134704,0
2024-09-05,4544.6,4611.4,4544.6,4577.2,88060,131885,0
2024-09-06,4595,4597.4,4482,4497.2,90398,127548,0
2024-09-09,4487.2,4518.6,4445.2,4457.4,85871,125870,0
2024-09-10,4471,4502.4,4378.8,4473.6,116746,129541,0
2024-09-11,4460,4494.4,4439,4474.8,86309,111092,0
2024-09-12,4484,4545,4461.6,4468.4,86856,106827,0
2024-09-13,4475,4478.6,4414.2,4416.8,80427,94210,0
2024-09-18,4413,4423,4337.4,4405,90715,75838,0
2024-09-19,4422.2,4543.2,4380,4487.4,92123,42680,0
2024-09-20,4483,4493,4437,4447.8,35454,17785,0
2024-09-23,4415.2,4497.8,4402.4,4437,78245,101314,0
2024-09-24,4496,4656.8,4438.2,4653.2,156875,127361,0
2024-09-25,4710,4802.8,4672.6,4680,130643,110238,0
2024-09-26,4671.4,4940,4662.4,4937.4,152942,119316,0
2024-09-27,5022,5362.6,4954.4,5362.2,212983,109667,0
2024-09-30,5521,5813.4,5392.6,5813.4,180916,102683,0
2024-10-08,6381.2,6381.2,5906,6219.8,211253,102649,0
2024-10-09,6050,6129.6,5679,5749.8,236928,113905,0
2024-10-10,5860,5934.6,5629.6,5664,199403,109601,0
2024-10-11,5630.2,5650,5345,5423,181571,106392,0
2024-10-14,5460,5638.6,5337.6,5613,166111,94623,0
2024-10-15,5555,5708.6,5481,5481.4,145218,85180,0
2024-10-16,5438.4,5620,5425,5527.2,126998,67735,0
2024-10-17,5588,5634.4,5489.2,5490,91036,41237,0
2024-10-18,5455,5989.8,5430,5728,237911,154527,0
2024-10-21,5780,5944,5750.4,5822.6,164469,156900,0
2024-10-22,5817,5896,5764,5850.6,144065,152874,0
2024-10-23,5828,5976,5811.2,5866.2,163299,160776,0
2024-10-24,5840,5861,5775.6,5832,128380,152667,0
2024-10-25,5855.8,6001.8,5843.4,5979.4,171776,164952,0
2024-10-28,5981.4,6050.8,5931,6044,129514,156470,0
2024-10-29,6075,6087.4,5931.2,5951,158353,169197,0
2024-10-30,5936,6009.6,5890.8,5975,152202,160642,0
2024-10-31,5988.2,6133,5950,6063.6,194052,174387,0
2024-11-01,6048,6063.8,5874,5890,186128,168205,0
2024-11-04,5881.2,6040.2,5881.2,6035.8,137701,165746,0
2024-11-05,6019.4,6293.4,6011,6261.4,198361,176878,0
2024-11-06,6267,6348.8,6201,6268.2,203102,175401,0
2024-11-07,6225.2,6397.8,6222.4,6389,165755,168295,0
2024-11-08,6440,6507,6349.2,6381.8,188440,178466,0
2024-11-11,6359,6522.2,6342.4,6490.4,164466,172711,0
2024-11-12,6500,6538,6362.8,6407.8,176924,178522,0
2024-11-13,6387.6,6436.2,6303.2,6397.4,181560,179774,0
2024-11-14,6381,6396.8,6221,6239.6,182534,192409,0
2024-11-15,6260,6306.2,6095,6103,218880,199783,0
2024-11-18,6141.2,6144,5901.4,5954.2,217824,200461,0
2024-11-19,5979,6101.4,5931,6093,220087,196641,0
2024-11-20,6080,6208.8,6070.6,6190.8,200989,191596,0
2024-11-21,6180,6224,6125,6187.2,181881,187022,0
2024-11-22,6173,6209.6,5943,5951.2,197788,189155,0
2024-11-25,5973.2,5995.8,5882.2,5992.8,202233,193159,0
2024-11-26,5980.2,6033.4,5887,5914,190017,185010,0
2024-11-27,5886.2,6095.4,5801,6086.8,244628,197311,0
2024-11-28,6091,6126.8,6011.4,6036.8,186048,176294,0
2024-11-29,6030,6225.8,5988.2,6156,235635,189378,0
2024-12-02,6156.2,6307,6150.2,6266.8,182864,173067,0
2024-12-03,6272.2,6324.2,6193.2,6265.4,180768,172505,0
2024-12-04,6265.2,6270,6131.2,6171.8,176184,166822,0
2024-12-05,6155.8,6281.8,6153.2,6255.6,169624,161405,0
2024-12-06,6263.2,6370.2,6175.2,6333.6,203792,167060,0
2024-12-09,6323.8,6354.6,6218.2,6264,147628,150504,0
2024-12-10,6500,6538,6330.2,6358.2,188885,157277,0
2024-12-11,6356.8,6452.8,6356.6,6430.2,146971,141428,0
2024-12-12,6432.2,6498,6376.6,6477.8,144410,134954,0
2024-12-13,6419,6442.8,6327.8,6359,164655,131621,0
2024-12-16,6361,6364.8,6242.4,6263.4,115176,113214,0
2024-12-17,6249.8,6267.2,6138,6143.6,144996,113630,0
2024-12-18,6169.8,6243,6126,6189.8,116069,81088,0
2024-12-19,6131.8,6231.6,6096,6218,96333,52443,0
2024-12-20,6217.8,6313,6196,6278.4,44472,20516,0
2024-12-23,6142,6144,5982.8,5987,110939,154200,0
2024-12-24,6010,6058.2,5966.4,6053.4,122818,152273,0
2024-12-25,6034,6045,5944.2,6001.8,122978,155470,0
2024-12-26,6000,6083.6,5996,6052.8,94903,146619,0
2024-12-27,6059,6155,6018,6067.4,116992,155250,0
2024-12-30,6061,6100,6008,6057.8,111379,153147,0
2024-12-31,6070,6081.6,5847,5848.6,137741,164962,0
2025-01-02,5850.2,5887.8,5638,5699.4,166462,168141,0
2025-01-03,5721,5727,5529,5553.4,176952,172211,0
2025-01-06,5550.8,5606.8,5490.8,5527.2,151560,168619,0
2025-01-07,5536,5608.6,5496.2,5599,140353,166007,0
2025-01-08,5570,5622,5402.6,5565.4,200605,180375,0
2025-01-09,5540.2,5615,5539.2,5561.2,127718,167449,0
2025-01-10,5559,5630,5452,5456,166760,178339,0
2025-01-13,5429.6,5525,5381,5480.8,159240,175491,0
2025-01-14,5511,5752,5477,5747.6,211844,187451,0
2025-01-15,5733,5745,5673.6,5702.4,139200,176033,0
2025-01-16,5733.8,5852.6,5677,5720.4,193605,194476,0
2025-01-17,5703,5832,5686,5778,196360,188890,0
2025-01-20,5820,5885,5797.4,5816.4,156432,185989,0
2025-01-21,5855,5872.8,5766,5845.6,159114,186188,0
2025-01-22,5817,5829,5751,5806.6,144804,182051,0
2025-01-23,5859,5961.8,5775,5776.2,206009,196866,0
2025-01-24,5776.8,5926.4,5776.8,5920,181477,182907,0
2025-01-27,5948.4,5954,5786,5790.6,150049,178993,0
2025-02-05,5861,5904,5796,5832.2,148296,180250,0
2025-02-06,5828.8,6012,5797,5988.6,174807,189866,0
2025-02-07,5996.8,6176,5988,6095.4,221664,197152,0
2025-02-10,6115,6169.8,6083,6143.6,150283,180572,0
2025-02-11,6139,6156,6077,6133.2,137719,179091,0
2025-02-12,6123.4,6227.8,6119.4,6223,170775,189977,0
2025-02-13,6217,6226,6155,6175,173716,187814,0
2025-02-14,6178,6219.8,6132,6205.2,165277,187975,0
2025-02-17,6241,6259.8,6168.4,6219.2,164701,187072,0
2025-02-18,6206.6,6236,6065.6,6110.2,194221,199394,0
2025-02-19,6107,6247.8,6099.6,6240,184332,197244,0
2025-02-20,6231.8,6291.8,6206,6254.4,167649,198815,0
2025-02-21,6274.8,6423,6246,6399,201141,206363,0
2025-02-24,6380,6409.8,6327.8,6366.6,172390,195891,0
2025-02-25,6309.4,6405.2,6292,6355.4,180068,195526,0
2025-02-26,6376.6,6465,6322.2,6420.8,212290,201621,0
2025-02-27,6412.6,6453.6,6324.6,6415,208253,194417,0
2025-02-28,6387.8,6397,6208,6230.4,216120,198135,0
2025-03-03,6250,6324.6,6196.4,6215.4,192032,187317,0
2025-03-04,6184.8,6306,6169,6279.2,179630,184657,0
2025-03-05,6285,6329.8,6233.2,6313,182519,181491,0
2025-03-06,6352.8,6504.4,6352.2,6475.8,187916,179624,0
2025-03-07,6455,6500,6417.8,6452.8,165679,169906,0
2025-03-10,6458,6476.2,6373.6,6427.4,154299,162826,0
2025-03-11,6371,6491,6365,6490,170671,165483,0
2025-03-12,6525,6587,6482.2,6513.8,165499,161880,0
2025-03-13,6507,6520.6,6360.2,6426,189598,165394,0
2025-03-14,6428.4,6568,6389.2,6562.8,190307,148876,0
2025-03-17,6563,6573,6523.2,6543.4,117429,127485,0
2025-03-18,6566.8,6634.4,6555.6,6577,113170,120484,0
2025-03-19,6560,6584,6506,6550,115152,98474,0
2025-03-20,6326,6359.8,6280,6307.2,81351,130145,0
2025-03-21,6285,6305.4,6144.6,6177.4,134047,155030,0
2025-03-24,6186.4,6189.4,6063,6142.8,139956,158394,0
2025-03-25,6132.6,6167,6069.2,6115.6,138822,161637,0
2025-03-26,6118,6185,6113,6129.4,123686,155502,0
2025-03-27,6118.4,6202.2,6044,6143.4,151417,167954,0
2025-03-28,6149,6180,6066.2,6078.4,136714,159759,0
2025-03-31,6050.4,6092,5979.8,6049,159321,175574,0
2025-04-01,6068.8,6117.6,6059.2,6064.2,117820,159238,0
2025-04-02,6072.2,6141,6063,6100,106534,161702,0
2025-04-03,6069.8,6134.8,6000.4,6031.8,170579,180839,0
2025-04-07,5749,5838.8,5432.6,5432.6,194726,166036,0
2025-04-08,5500,5500.2,5202,5313.6,277947,191362,0
2025-04-09,5202.2,5488,5053.2,5429.6,307215,184548,0
2025-04-10,5550.4,5701.2,5549,5578.2,222566,174420,0
2025-04-11,5555,5746.6,5545,5672.2,192909,173299,0
2025-04-14,5733,5769.8,5690,5693,133293,162218,0
2025-04-15,5689.8,5722,5637,5680.4,126870,164742,0
2025-04-16,5660,5667.8,5554.6,5603,156339,171071,0
2025-04-17,5588,5715,5578,5653.8,156019,168300,0
2025-04-18,5649,5699,5593.8,5642,150566,168687,0
2025-04-21,5627.6,5783,5603.6,5770,137318,166314,0
2025-04-22,5770.2,5802.8,5732.2,5769.6,130317,163968,0
2025-04-23,5840,5873.2,5791.8,5820,146296,166689,0
2025-04-24,5805,5823,5730.8,5767.4,135094,163863,0
2025-04-25,5788,5840,5744,5786.6,147686,167733,0
2025-04-28,5780,5794.6,5700,5729,120927,159258,0
2025-04-29,5719,5787.6,5700,5773.6,116166,159461,0
2025-04-30,5785,5833,5775,5801.4,108819,153214,0
2025-05-06,5855,5955,5852,5953.2,107389,160100,0
2025-05-07,6015,6090,5920.4,5955.2,158085,174521,0
2025-05-08,5945,6042.8,5945,6018.8,125065,165679,0
2025-05-09,6012.8,6012.8,5911.6,5945.2,124744,165673,0
2025-05-12,6002,6039,5975.2,6037,134023,170704,0
2025-05-13,6075.4,6079.6,5981,5996.6,132408,170058,0
2025-05-14,6010.2,6101.8,5973.6,6043,189515,196475,0
2025-05-15,6026.2,6029.8,5924.4,5949,155023,187025,0
2025-05-16,5939.2,5992.2,5933.2,5933.8,131868,188635,0
2025-05-19,5940,5976.8,5870.2,5975.4,140984,192261,0
2025-05-20,5984,6028,5943,6019.4,124540,184920,0
2025-05-21,6009,6018,5974,6000.6,111291,180860,0
2025-05-22,5986,6037.8,5930,5950,148619,195203,0
2025-05-23,5949,5998,5871,5872,167101,194014,0
2025-05-26,5880,5941.4,5871,5925,133893,181503,0
2025-05-27,5918,5936,5861.2,5915,140778,186517,0
2025-05-28,5925,5944.8,5873.6,5899,120232,175258,0
2025-05-29,5914.8,6031.4,5906,6031,166397,187832,0
2025-05-30,6001.2,6004.2,5932,5966,130165,168201,0
2025-06-03,5951,6027,5940.8,5998,112727,169461,0
2025-06-04,6007.6,6067,5992,6054,100779,161713,0
2025-06-05,6060,6119,6030,6101.6,118336,166975,0
2025-06-06,6095,6114.6,6077.2,6100.2,88977,154557,0
2025-06-09,6120,6191.2,6108,6167.8,105988,156512,0
2025-06-10,6170,6174,6062,6113.8,132573,158926,0
2025-06-11,6124.6,6196.6,6122.4,6144,112327,144803,0
2025-06-12,6122.6,6174.6,6103.2,6156.8,99982,142864,0
2025-06-13,6127,6149.8,6060,6084.2,119917,141736,0
2025-06-16,6063.8,6142,6063.8,6127.4,96721,124057,0
2025-06-17,6135,6150,6100,6130,97198,112030,0
2025-06-18,6125,6139.8,6078.8,6124.2,87763,88005,0
2025-06-19,5854.6,5878.2,5783.6,5806,80368,136839,0
2025-06-20,5812,5826,5780.4,5787.8,84705,146127,0
2025-06-23,5770,5866.8,5765,5851.2,99867,153037,0
2025-06-24,5869,6003.4,5866.8,5995,120129,156132,0
2025-06-25,5995,6133,5994.8,6119.6,139775,170051,0
2025-06-26,6105,6147.8,6090.6,6097.8,106191,161694,0
2025-06-27,6120,6174.4,6100.6,6110.8,113010,167757,0
2025-06-30,6140.4,6173.6,6119,6148.6,94541,158728,0
2025-07-01,6143,6150,6076.2,6133.4,103226,164955,0
2025-07-02,6130,6131.8,6080,6117,93428,159237,0
2025-07-03,6127.2,6161,6098.4,6135.8,95917,161580,0
2025-07-04,6130,6184.2,6084.2,6112.2,151899,177599,0
2025-07-07,6100,6130,6095.2,6111.6,80166,160866,0
2025-07-08,6114.2,6237,6102,6235.8,128815,176309,0
2025-07-09,6240,6249.8,6208.2,6214,94223,161900,0
2025-07-10,6214,6265,6200.8,6231.6,98260,169266,0
2025-07-11,6240.2,6360,6211.4,6319.8,147131,181506,0
2025-07-14,6326,6329.8,6293,6302.2,71184,168013,0
2025-07-15,6298,6335.4,6229,6277.4,120268,181672,0
2025-07-16,6288,6355,6270.2,6298,113703,172288,0
2025-07-17,6295,6391.6,6288.2,6390.4,109376,177468,0
2025-07-18,6406,6437,6372.8,6413.6,104691,175267,0
2025-07-21,6440,6503.2,6430.2,6463.2,106976,178934,0
2025-07-22,6463.2,6518,6451.2,6515.4,118700,178632,0
2025-07-23,6521.2,6561.4,6474.2,6500,131364,182055,0
2025-07-24,6492,6626.2,6491.2,6618.6,124051,181457,0
2025-07-25,6619,6619,6567,6605.8,98231,172911,0
2025-07-28,6608.6,6645,6560,6602,116079,180433,0
2025-07-29,6583,6664.2,6546.6,6662,116403,174556,0
2025-07-30,6640,6658,6556,6604.2,144840,185002,0
2025-07-31,6589,6634,6497.2,6538,167548,183162,0
2025-08-01,6554.6,6594.6,6507,6542.8,133160,176823,0
2025-08-04,6528,6644,6512.2,6642.6,119420,177500,0
2025-08-05,6658,6685,6631,6682,95602,172540,0
2025-08-06,6674,6785,6668,6762.6,106338,178409,0
2025-08-07,6768.8,6794.6,6711,6750,119420,179795,0
2025-08-08,6740,6760.8,6705.4,6735,98835,173187,0
2025-08-11,6759.8,6888,6756.2,6851.2,124872,189312,0
2025-08-12,6852.2,6891.8,6824.2,6883.6,104433,182508,0
2025-08-13,6900.8,7016,6898.2,7001.8,138415,204738,0
2025-08-14,7015,7027.8,6893,6929.2,159795,203734,0
2025-08-15,6929,7086.8,6918,7086.2,163237,218372,0
2025-08-18,7124,7259.8,7093.4,7184.4,187694,220587,0
2025-08-19,7184.4,7235,7155.6,7177.4,152295,209342,0
2025-08-20,7147.4,7283,7087.4,7276,196109,217300,0
2025-08-21,7295,7312,7156.2,7202.2,190536,206583,0
2025-08-22,7210,7349.8,7210,7348.6,186931,207428,0
2025-08-25,7400,7495.4,7362,7412.2,202867,207228,0
2025-08-26,7391.4,7486.8,7381.4,7415.4,160158,195804,0
2025-08-27,7440,7511.6,7275.8,7287.2,213890,202540,0
2025-08-28,7310,7385,7160.2,7363.2,244649,206940,0
2025-08-29,7357.8,7419.8,7280,7366.6,214055,189297,0
2025-09-01,7400,7445.8,7329.4,7380.6,163079,180779,0
2025-09-02,7383.2,7393.8,7182.4,7251.4,218061,193312,0
2025-09-03,7283.2,7295.6,7110.4,7142.6,213250,190793,0
2025-09-04,7168,7205,6910,7003,239398,189144,0
2025-09-05,7021.4,7234.8,6997.6,7226,183966,171258,0
2025-09-08,7221,7278.6,7163.4,7236,153548,159428,0
2025-09-09,7215,7263,7117.2,7165.8,150382,155328,0
2025-09-10,7176.8,7268.8,7138,7151,161976,154502,0
2025-09-11,7144,7391.8,7090,7387.8,181199,147845,0
2025-09-12,7387,7448,7366,7392.8,134399,135337,0
2025-09-15,7420,7429.8,7365,7368.6,107983,116294,0
2025-09-16,7172.2,7256.2,7103,7242.4,85404,149063,0
2025-09-17,7248,7346,7212.2,7331.6,101376,158963,0
2025-09-18,7313.8,7458.8,7131.6,7213.4,197746,190972,0
2025-09-19,7224,7275,7135,7190.8,172454,193659,0
2025-09-22,7209,7238,7144,7230.2,134489,186980,0
2025-09-23,7236.8,7244.8,6995.6,7127,203839,206634,0
2025-09-24,7100,7313.8,7087,7303.2,185454,192420,0
2025-09-25,7290,7342,7251.8,7281.8,135475,183767,0
2025-09-26,7260,7306,7173,7189.2,155277,192544,0
2025-09-29,7205,7374.4,7158.8,7337.4,178532,191754,0
2025-09-30,7360,7434.4,7347.4,7406.2,135231,183522,0
2025-10-09,7444,7519,7413,7449.6,131436,182161,0
2025-10-10,7415,7434,7327,7340.4,140881,183267,0
2025-10-13,7156,7333,7141.2,7305.8,169889,190790,0
2025-10-14,7360,7404,7100,7145.8,200096,194043,0
2025-10-15,7194.8,7305,7128,7275.2,178569,191595,0
2025-10-16,7255,7269.8,7161.2,7205,153865,185185,0
2025-10-17,7204.8,7238,7002.2,7020.8,173725,199348,0
2025-10-20,7100,7150.8,7028.4,7059.2,143577,189654,0
2025-10-21,7099,7228.6,7083,7182.8,151318,190486,0
2025-10-22,7165.2,7201.2,7117.2,7163.2,120919,180451,0
2025-10-23,7149,7186.4,7014.4,7179,172781,201566,0
2025-10-24,7210,7298,7194.4,7298,147894,183485,0
2025-10-27,7378,7395.6,7300.2,7322.6,137585,187588,0
2025-10-28,7315,7416.8,7301.2,7335.6,141946,186154,0
2025-10-29,7356,7450,7330.8,7446.4,124145,180653,0
2025-10-30,7429.8,7444,7328,7364.4,162104,190757,0
2025-10-31,7380,7479,7363,7368.2,164443,186908,0
2025-11-03,7384.8,7411,7275,7398,149911,185243,0
2025-11-04,7384.8,7389,7215.4,7284.4,150525,184001,0
2025-11-05,7204.4,7355,7200.4,7310.8,159917,189571,0
2025-11-06,7321.6,7418,7300,7405,138409,176903,0
2025-11-07,7380.2,7443.8,7340,7412,127587,180439,0
2025-11-10,7459,7477.4,7368.2,7421,128195,179090,0
2025-11-11,7442.8,7484,7375,7390.4,122556,179084,0
2025-11-12,7387.8,7417,7293,7369.8,159312,193160,0
2025-11-13,7357,7487.8,7337.6,7478.4,140471,183744,0
2025-11-14,7439,7469,7372,7372,125074,182376,0
2025-11-17,7398,7429.8,7351.2,7394.4,130158,185984,0
2025-11-18,7375.4,7399.6,7303,7351.8,142162,189585,0
2025-11-19,7365,7388.4,7252.2,7298.2,149890,201080,0
2025-11-20,7348,7358.4,7246.8,7263.6,140822,205865,0
2025-11-21,7213.8,7234,7012,7018.2,215750,244705,0
2025-11-24,7056.2,7132.4,7008.8,7095.2,160312,220648,0
2025-11-25,7136.2,7250,7136.2,7172,152757,211318,0
2025-11-26,7172,7245,7152,7176.2,125795,202891,0
2025-11-27,7182.4,7264,7167.6,7179,130117,203626,0
2025-11-28,7190,7261.6,7161.2,7260.8,125415,199411,0
2025-12-01,7278.6,7328.4,7256.4,7290,107661,189019,0
2025-12-02,7286,7286,7220,7239.6,96449,181453,0
2025-12-03,7247.2,7265,7170.6,7195.4,118632,193074,0
2025-12-04,7203,7224,7137.2,7213.4,116454,181088,0
2025-12-05,7210,7323.8,7145.6,7319.8,146937,189203,0
2025-12-08,7332,7409.6,7332,7380.4,104973,168647,0
2025-12-09,7368,7406,7343,7347.8,86997,164945,0
2025-12-10,7340.8,7390.2,7295,7371.4,108100,163906,0
2025-12-11,7390.2,7399.8,7298.2,7304.6,114206,152560,0
2025-12-12,7327,7385,7279,7361.8,126483,149811,0
2025-12-15,7320,7369.8,7296,7308,104015,126463,0
2025-12-16,7060.2,7061.6,6915,6960.2,73872,147063,0
2025-12-17,6963.4,7098,6926.6,7074,97791,159672,0
2025-12-18,7041,7130,7032.6,7066,87621,166683,0
2025-12-19,7100,7177,7075,7141.8,103313,179118,0
2025-12-22,7180,7253.8,7169.8,7203.6,86037,175023,0
2025-12-23,7221,7247.8,7177.6,7197.4,87825,176419,0
2025-12-24,7200,7351.6,7193,7327.6,113077,185869,0
2025-12-25,7323.2,7443.8,7305.2,7419,101700,183127,0
2025-12-26,7420.4,7526,7420.4,7472.4,125247,194890,0
2025-12-29,7474.2,7499,7413.8,7439,95430,182605,0
2025-12-30,7422.4,7502,7410.2,7459.2,100572,189970,0
2025-12-31,7469.8,7475.8,7406,7436.2,93696,181081,0
2026-01-05,7491.6,7641,7462.2,7639,103703,189842,0
2026-01-06,7650,7763.8,7644.6,7762.4,114127,192848,0
2026-01-07,7778.2,7795.8,7730,7760.2,104271,189188,0
2026-01-08,7740.8,7863.8,7739,7820.6,118672,193230,0
2026-01-09,7815,8049.4,7815,8048.4,149124,203815,0
2026-01-12,8131,8346,8056.2,8311.4,172951,208444,0
2026-01-13,8324.8,8335,8115,8160.4,178731,207812,0
2026-01-14,8200,8419,8060,8156,225371,212359,0
2026-01-15,8105.6,8207.4,8082,8195.4,148081,203295,0
2026-01-16,8250,8283.8,8115,8179.2,141207,201001,0
2026-01-19,8158,8275,8121.6,8186.6,123630,195201,0
2026-01-20,8207,8247.4,8016.8,8120.8,150527,198773,0
2026-01-21,8100,8252.8,8071,8231,133027,192142,0
2026-01-22,8260,8302.6,8218,8292.6,104669,186587,0
2026-01-23,8336.6,8518.2,8301.4,8516.6,128628,195577,0
2026-01-26,8541.8,8568,8238,8289.2,160156,191679,0
2026-01-27,8269,8393.8,8122,8357.2,158438,191923,0
2026-01-28,8380,8412,8284,8377.8,114744,180338,0
2026-01-29,8357.6,8479.8,8280,8329,147818,196369,0
2026-01-30,8302,8344.8,8050,8260.6,167342,191798,0
2026-02-02,8180.2,8240,7840,7871.8,173821,194848,0
2026-02-03,8019,8215.2,7975.2,8183,150161,189544,0
2026-02-04,8159.4,8213,8050.2,8203.4,136596,186743,0
2026-02-05,8140.8,8144,7969.4,8039.8,142554,186934,0
2026-02-06,7900.2,8154.4,7880.8,7990.8,147053,187915,0
2026-02-09,8155,8237.6,8120.4,8232.6,112370,179169,0
2026-02-10,8235,8258.4,8182,8229,82316,175231,0
2026-02-11,8229,8307.6,8227.4,8241,81851,180217,0
2026-02-12,8250.4,8351.8,8205,8338,96452,187061,0
2026-02-13,8288,8316.8,8161,8189,114424,185460,0
2026-02-24,8307.8,8365,8227.2,8271,105984,188594,0
2026-02-25,8300,8441,8300,8405.6,111192,188683,0
2026-02-26,8425,8458.6,8365.6,8443.4,97454,176096,0
2026-02-27,8400.2,8538.8,8391,8531.4,100970,177180,0
2026-03-02,8480,8514.6,8338,8423.8,142245,181019,0
2026-03-03,8445,8479.4,8105.6,8129.4,179978,185852,0
2026-03-04,8076.2,8225.2,8037.2,8064.2,155033,179738,0
2026-03-05,8190,8214,8060.6,8130,136165,166348,0
2026-03-06,8101,8249.4,8082.2,8211.8,109207,153991,0
2026-03-09,8064,8214,7850,8191,168105,168610,0
2026-03-10,8274,8326.2,8225,8313.6,108844,140221,0
2026-03-11,8308.2,8368,8290,8313,89616,133840,0
2026-03-12,8297,8344.2,8211,8277.2,105033,131145,0
